agent,task_id,label,prompt_matches
operator_hitl_2025,1778,Success,true
operator_hitl_2025,1780,Success,true
operator_hitl_2025,1784,Success,true
operator_hitl_2025,1785,Failure,true
operator_hitl_2025,1792,Success,true
operator_hitl_2025,1798,Success,true
operator_hitl_2025,1801,Success,true
operator_hitl_2025,1813,Success,true
operator_hitl_2025,1816,Success,true
operator_hitl_2025,1819,Success,true
operator_hitl_2025,1828,Success,true
operator_hitl_2025,1829,Success,true
operator_hitl_2025,1832,Success,true
operator_hitl_2025,1836,Failure,true
operator_hitl_2025,1843,Success,true
operator_hitl_2025,1848,Success,true
operator_hitl_2025,1853,Failure,true
operator_hitl_2025,1858,Success,true
operator_hitl_2025,1860,Success,true
operator_hitl_2025,1861,Success,true
operator_hitl_2025,1868,Failure,true
operator_hitl_2025,1873,Success,true
operator_hitl_2025,1883,Success,true
operator_hitl_2025,1885,Failure,true
operator_hitl_2025,1888,Success,true
operator_hitl_2025,1890,Success,true
operator_hitl_2025,1892,Success,true
operator_hitl_2025,1897,Success,true
operator_hitl_2025,1911,Success,true
operator_hitl_2025,1914,Success,true
operator_hitl_2025,1915,Success,true
operator_hitl_2025,1917,Success,true
operator_hitl_2025,1924,Success,true
operator_hitl_2025,1930,Success,true
operator_hitl_2025,1931,Success,true
operator_hitl_2025,1938,Failure,true
operator_hitl_2025,1939,Success,true
operator_hitl_2025,1942,Success,true
operator_hitl_2025,1951,Failure,true
operator_hitl_2025,1966,Success,true
operator_hitl_2025,1968,Success,true
operator_hitl_2025,1969,Success,true
operator_hitl_2025,1974,Success,true
operator_hitl_2025,2021,Success,true
anthropic_cua_2025,2,Success,true
anthropic_cua_2025,19,Failure,true
anthropic_cua_2025,20,Failure,true
anthropic_cua_2025,22,Failure,true
anthropic_cua_2025,33,Success,true
anthropic_cua_2025,35,Success,true
anthropic_cua_2025,51,Success,true
anthropic_cua_2025,56,Failure,true
anthropic_cua_2025,63,Failure,true
anthropic_cua_2025,67,Success,true
anthropic_cua_2025,73,Failure,true
anthropic_cua_2025,80,Failure,true
anthropic_cua_2025,93,Success,true
anthropic_cua_2025,102,Failure,true
anthropic_cua_2025,104,Success,true
anthropic_cua_2025,113,Failure,true
anthropic_cua_2025,125,Failure,true
anthropic_cua_2025,129,Success,true
anthropic_cua_2025,139,Success,true
anthropic_cua_2025,140,Success,true
anthropic_cua_2025,149,Failure,true
anthropic_cua_2025,151,Success,true
anthropic_cua_2025,159,Success,true
anthropic_cua_2025,162,Success,true
anthropic_cua_2025,172,Failure,true
anthropic_cua_2025,180,Failure,true
anthropic_cua_2025,183,Success,true
anthropic_cua_2025,198,Success,true
anthropic_cua_2025,206,Success,true
anthropic_cua_2025,209,Success,true
anthropic_cua_2025,213,Failure,true
anthropic_cua_2025,220,Success,true
anthropic_cua_2025,221,Success,true
anthropic_cua_2025,222,Success,true
anthropic_cua_2025,228,Success,true
anthropic_cua_2025,231,Success,true
anthropic_cua_2025,236,Success,true
anthropic_cua_2025,247,Failure,true
anthropic_cua_2025,249,Success,true
anthropic_cua_2025,256,Success,true
anthropic_cua_2025,261,Success,true
anthropic_cua_2025,264,Success,true
anthropic_cua_2025,266,Success,true
anthropic_cua_2025,267,Success,true
anthropic_cua_2025,269,Success,true
anthropic_cua_2025,292,Success,true
anthropic_cua_2025,299,Success,true
anthropic_cua_2025,306,Failure,true
anthropic_cua_2025,308,Failure,true
anthropic_cua_2025,323,Failure,true
anthropic_cua_2025,328,Failure,true
anthropic_cua_2025,331,Failure,true
anthropic_cua_2025,332,Failure,true
anthropic_cua_2025,334,Failure,true
anthropic_cua_2025,364,Failure,true
anthropic_cua_2025,368,Failure,true
anthropic_cua_2025,375,Failure,true
anthropic_cua_2025,376,Failure,true
anthropic_cua_2025,377,Success,true
anthropic_cua_2025,378,Success,true
anthropic_cua_2025,391,Success,true
anthropic_cua_2025,397,Success,true
anthropic_cua_2025,403,Success,true
anthropic_cua_2025,412,Failure,true
anthropic_cua_2025,417,Success,true
anthropic_cua_2025,418,Failure,true
anthropic_cua_2025,420,Failure,true
anthropic_cua_2025,421,Success,true
anthropic_cua_2025,424,Success,true
anthropic_cua_2025,425,Success,true
anthropic_cua_2025,430,Success,true
anthropic_cua_2025,432,Success,true
anthropic_cua_2025,433,Failure,true
anthropic_cua_2025,445,Failure,true
anthropic_cua_2025,446,Success,true
anthropic_cua_2025,449,Success,true
anthropic_cua_2025,453,Failure,true
anthropic_cua_2025,460,Success,true
anthropic_cua_2025,481,Success,true
anthropic_cua_2025,488,Success,true
anthropic_cua_2025,495,Success,true
anthropic_cua_2025,505,Failure,true
anthropic_cua_2025,508,Success,true
anthropic_cua_2025,517,Failure,true
anthropic_cua_2025,519,Success,true
anthropic_cua_2025,521,Success,true
anthropic_cua_2025,537,Success,true
anthropic_cua_2025,538,Success,true
anthropic_cua_2025,543,Success,true
anthropic_cua_2025,545,Success,true
anthropic_cua_2025,552,Success,true
anthropic_cua_2025,553,Success,true
anthropic_cua_2025,554,Success,true
anthropic_cua_2025,564,Success,true
anthropic_cua_2025,565,Success,true
anthropic_cua_2025,567,Failure,true
anthropic_cua_2025,574,Success,true
anthropic_cua_2025,577,Success,true
anthropic_cua_2025,578,Success,true
anthropic_cua_2025,582,Success,true
anthropic_cua_2025,591,Failure,true
anthropic_cua_2025,604,Success,true
anthropic_cua_2025,608,Success,true
anthropic_cua_2025,609,Failure,true
anthropic_cua_2025,612,Failure,true
anthropic_cua_2025,615,Success,true
anthropic_cua_2025,622,Success,true
anthropic_cua_2025,652,Failure,true
anthropic_cua_2025,660,Failure,true
anthropic_cua_2025,661,Failure,true
anthropic_cua_2025,672,Failure,true
anthropic_cua_2025,680,Failure,true
anthropic_cua_2025,687,Success,true
anthropic_cua_2025,688,Failure,true
anthropic_cua_2025,689,Failure,true
anthropic_cua_2025,695,Failure,true
anthropic_cua_2025,703,Failure,true
anthropic_cua_2025,710,Success,true
anthropic_cua_2025,715,Success,true
anthropic_cua_2025,746,Success,true
anthropic_cua_2025,751,Success,true
anthropic_cua_2025,756,Success,true
anthropic_cua_2025,758,Success,true
anthropic_cua_2025,765,Success,true
anthropic_cua_2025,771,Failure,true
anthropic_cua_2025,775,Success,true
anthropic_cua_2025,782,Success,true
anthropic_cua_2025,793,Success,true
anthropic_cua_2025,799,Failure,true
anthropic_cua_2025,804,Success,true
anthropic_cua_2025,819,Success,true
anthropic_cua_2025,827,Failure,true
anthropic_cua_2025,839,Failure,true
anthropic_cua_2025,850,Failure,true
anthropic_cua_2025,854,Success,true
anthropic_cua_2025,856,Success,true
anthropic_cua_2025,860,Success,true
anthropic_cua_2025,861,Success,true
anthropic_cua_2025,873,Success,true
anthropic_cua_2025,875,Success,true
anthropic_cua_2025,883,Failure,true
anthropic_cua_2025,885,Failure,true
anthropic_cua_2025,890,Success,true
anthropic_cua_2025,895,Success,true
anthropic_cua_2025,897,Success,true
anthropic_cua_2025,905,Success,true
anthropic_cua_2025,913,Success,true
anthropic_cua_2025,916,Success,true
anthropic_cua_2025,919,Failure,true
anthropic_cua_2025,927,Success,true
anthropic_cua_2025,943,Success,true
anthropic_cua_2025,945,Success,true
anthropic_cua_2025,948,Failure,true
anthropic_cua_2025,953,Failure,true
anthropic_cua_2025,958,Success,true
anthropic_cua_2025,960,Success,true
anthropic_cua_2025,977,Success,true
anthropic_cua_2025,980,Success,true
anthropic_cua_2025,981,Success,true
anthropic_cua_2025,992,Success,true
anthropic_cua_2025,995,Success,true
anthropic_cua_2025,1015,Failure,true
anthropic_cua_2025,1017,Failure,true
anthropic_cua_2025,1021,Failure,true
anthropic_cua_2025,1033,Failure,true
anthropic_cua_2025,1041,Success,true
anthropic_cua_2025,1043,Success,true
anthropic_cua_2025,1050,Failure,true
anthropic_cua_2025,1052,Success,true
anthropic_cua_2025,1053,Success,true
anthropic_cua_2025,1057,Success,true
anthropic_cua_2025,1063,Success,true
anthropic_cua_2025,1084,Success,true
anthropic_cua_2025,1087,Success,true
anthropic_cua_2025,1094,Failure,true
anthropic_cua_2025,1096,Success,true
anthropic_cua_2025,1106,Failure,true
anthropic_cua_2025,1107,Success,true
anthropic_cua_2025,1109,Success,true
anthropic_cua_2025,1110,Failure,true
anthropic_cua_2025,1126,Success,true
anthropic_cua_2025,1134,Success,true
anthropic_cua_2025,1144,Success,true
anthropic_cua_2025,1147,Success,true
anthropic_cua_2025,1154,Failure,true
anthropic_cua_2025,1166,Success,true
anthropic_cua_2025,1197,Success,true
anthropic_cua_2025,1198,Success,true
anthropic_cua_2025,1210,Success,true
anthropic_cua_2025,1212,Failure,true
anthropic_cua_2025,1224,Success,true
anthropic_cua_2025,1230,Failure,true
anthropic_cua_2025,1231,Success,true
anthropic_cua_2025,1233,Failure,true
anthropic_cua_2025,1236,Success,true
anthropic_cua_2025,1240,Success,true
anthropic_cua_2025,1241,Success,true
anthropic_cua_2025,1245,Success,true
anthropic_cua_2025,1246,Success,true
anthropic_cua_2025,1254,Success,true
anthropic_cua_2025,1257,Success,true
anthropic_cua_2025,1259,Failure,true
anthropic_cua_2025,1270,Success,true
anthropic_cua_2025,1307,Success,true
anthropic_cua_2025,1321,Success,true
anthropic_cua_2025,1324,Success,true
anthropic_cua_2025,1356,Success,true
anthropic_cua_2025,1359,Failure,true
anthropic_cua_2025,1360,Success,true
anthropic_cua_2025,1364,Failure,true
anthropic_cua_2025,1365,Success,true
anthropic_cua_2025,1369,Success,true
anthropic_cua_2025,1377,Success,true
anthropic_cua_2025,1392,Success,true
anthropic_cua_2025,1395,Success,true
anthropic_cua_2025,1400,Success,true
anthropic_cua_2025,1407,Success,true
anthropic_cua_2025,1413,Success,true
anthropic_cua_2025,1416,Success,true
anthropic_cua_2025,1417,Success,true
anthropic_cua_2025,1428,Success,true
anthropic_cua_2025,1438,Success,true
anthropic_cua_2025,1448,Success,true
anthropic_cua_2025,1456,Success,true
anthropic_cua_2025,1464,Failure,true
anthropic_cua_2025,1466,Success,true
anthropic_cua_2025,1468,Success,true
anthropic_cua_2025,1469,Success,true
anthropic_cua_2025,1470,Success,true
anthropic_cua_2025,1472,Failure,true
anthropic_cua_2025,1478,Success,true
anthropic_cua_2025,1491,Success,true
anthropic_cua_2025,1503,Success,true
anthropic_cua_2025,1504,Success,true
anthropic_cua_2025,1522,Failure,true
anthropic_cua_2025,1520,Success,true
anthropic_cua_2025,1525,Success,true
anthropic_cua_2025,1528,Success,true
anthropic_cua_2025,1539,Failure,true
anthropic_cua_2025,1545,Success,true
anthropic_cua_2025,1546,Success,true
anthropic_cua_2025,1550,Success,true
anthropic_cua_2025,1551,Failure,true
anthropic_cua_2025,1553,Success,true
anthropic_cua_2025,1555,Success,true
anthropic_cua_2025,1566,Failure,true
anthropic_cua_2025,1573,Failure,true
anthropic_cua_2025,1586,Success,true
anthropic_cua_2025,1591,Failure,true
anthropic_cua_2025,1601,Failure,true
anthropic_cua_2025,1605,Failure,true
anthropic_cua_2025,1609,Failure,true
anthropic_cua_2025,1625,Success,true
anthropic_cua_2025,1635,Failure,true
anthropic_cua_2025,1640,Failure,true
anthropic_cua_2025,1642,Failure,true
anthropic_cua_2025,1644,Success,true
anthropic_cua_2025,1658,Failure,true
anthropic_cua_2025,1661,Success,true
anthropic_cua_2025,1662,Success,true
anthropic_cua_2025,1669,Failure,true
anthropic_cua_2025,1671,Failure,true
anthropic_cua_2025,1676,Success,true
anthropic_cua_2025,1690,Success,true
anthropic_cua_2025,1692,Success,true
anthropic_cua_2025,1698,Success,true
anthropic_cua_2025,1704,Success,true
anthropic_cua_2025,1705,Success,true
anthropic_cua_2025,1713,Success,true
anthropic_cua_2025,1723,Success,true
anthropic_cua_2025,1729,Failure,true
anthropic_cua_2025,1732,Failure,true
anthropic_cua_2025,1745,Success,true
anthropic_cua_2025,1750,Success,true
anthropic_cua_2025,1761,Success,true
anthropic_cua_2025,1765,Success,true
anthropic_cua_2025,1768,Success,true
anthropic_cua_2025,1769,Success,true
anthropic_cua_2025,1774,Success,true
anthropic_cua_2025,1778,Success,true
anthropic_cua_2025,1780,Success,true
anthropic_cua_2025,1784,Success,true
anthropic_cua_2025,1785,Success,true
anthropic_cua_2025,1792,Success,true
anthropic_cua_2025,1798,Success,true
anthropic_cua_2025,1801,Success,true
anthropic_cua_2025,1813,Success,true
anthropic_cua_2025,1816,Success,true
anthropic_cua_2025,1819,Success,true
anthropic_cua_2025,1828,Success,true
anthropic_cua_2025,1829,Success,true
anthropic_cua_2025,1832,Success,true
anthropic_cua_2025,1836,Success,true
anthropic_cua_2025,1843,Success,true
anthropic_cua_2025,1848,Success,true
anthropic_cua_2025,1853,Failure,true
anthropic_cua_2025,1858,Success,true
anthropic_cua_2025,1860,Success,true
anthropic_cua_2025,1861,Success,true
anthropic_cua_2025,1868,Failure,true
anthropic_cua_2025,1873,Success,true
anthropic_cua_2025,1883,Success,true
anthropic_cua_2025,1885,Success,true
anthropic_cua_2025,1888,Success,true
anthropic_cua_2025,1890,Success,true
anthropic_cua_2025,1892,Failure,true
anthropic_cua_2025,1897,Success,true
anthropic_cua_2025,1911,Failure,true
anthropic_cua_2025,1914,Success,true
anthropic_cua_2025,1915,Failure,true
anthropic_cua_2025,1917,Success,true
anthropic_cua_2025,1924,Success,true
anthropic_cua_2025,1930,Success,true
anthropic_cua_2025,1931,Success,true
anthropic_cua_2025,1938,Success,true
anthropic_cua_2025,1939,Success,true
anthropic_cua_2025,1942,Failure,true
anthropic_cua_2025,1951,Success,true
anthropic_cua_2025,1966,Success,true
anthropic_cua_2025,1968,Success,true
anthropic_cua_2025,1969,Success,true
anthropic_cua_2025,1974,Failure,true
anthropic_cua_2025,2021,Failure,true
openai_cua_2025,2,Success,true
openai_cua_2025,19,Failure,true
openai_cua_2025,20,Failure,true
openai_cua_2025,22,Success,true
openai_cua_2025,33,Success,true
openai_cua_2025,35,Failure,true
openai_cua_2025,51,Failure,true
openai_cua_2025,56,Success,true
openai_cua_2025,63,Success,true
openai_cua_2025,67,Success,true
openai_cua_2025,73,Failure,true
openai_cua_2025,80,Failure,true
openai_cua_2025,93,Success,true
openai_cua_2025,102,Failure,true
openai_cua_2025,104,Success,true
openai_cua_2025,113,Failure,true
openai_cua_2025,125,Failure,true
openai_cua_2025,129,Failure,true
openai_cua_2025,139,Success,true
openai_cua_2025,140,Success,true
openai_cua_2025,149,Failure,true
openai_cua_2025,151,Success,true
openai_cua_2025,159,Failure,true
openai_cua_2025,162,Success,true
openai_cua_2025,172,Failure,true
openai_cua_2025,180,Failure,true
openai_cua_2025,183,Success,true
openai_cua_2025,198,Success,true
openai_cua_2025,206,Success,true
openai_cua_2025,209,Success,true
openai_cua_2025,213,Failure,true
openai_cua_2025,220,Success,true
openai_cua_2025,221,Success,true
openai_cua_2025,222,Success,true
openai_cua_2025,228,Success,true
openai_cua_2025,231,Success,true
openai_cua_2025,236,Success,true
openai_cua_2025,247,Success,true
openai_cua_2025,249,Success,true
openai_cua_2025,256,Failure,true
openai_cua_2025,261,Failure,true
openai_cua_2025,264,Success,true
openai_cua_2025,266,Success,true
openai_cua_2025,267,Success,true
openai_cua_2025,269,Success,true
openai_cua_2025,292,Success,true
openai_cua_2025,299,Failure,true
openai_cua_2025,306,Failure,true
openai_cua_2025,308,Failure,true
openai_cua_2025,323,Failure,true
openai_cua_2025,328,Success,true
openai_cua_2025,331,Failure,true
openai_cua_2025,332,Failure,true
openai_cua_2025,334,Failure,true
openai_cua_2025,364,Failure,true
openai_cua_2025,368,Failure,true
openai_cua_2025,375,Success,true
openai_cua_2025,376,Failure,true
openai_cua_2025,377,Success,true
openai_cua_2025,378,Success,true
openai_cua_2025,391,Success,true
openai_cua_2025,397,Success,true
openai_cua_2025,403,Failure,true
openai_cua_2025,412,Success,true
openai_cua_2025,417,Success,true
openai_cua_2025,418,Success,true
openai_cua_2025,420,Failure,true
openai_cua_2025,421,Success,true
openai_cua_2025,424,Success,true
openai_cua_2025,425,Success,true
openai_cua_2025,430,Success,true
openai_cua_2025,432,Failure,true
openai_cua_2025,433,Success,true
openai_cua_2025,445,Failure,true
openai_cua_2025,446,Failure,true
openai_cua_2025,449,Success,true
openai_cua_2025,453,Failure,true
openai_cua_2025,460,Success,true
openai_cua_2025,481,Success,true
openai_cua_2025,488,Failure,true
openai_cua_2025,495,Failure,true
openai_cua_2025,505,Success,true
openai_cua_2025,508,Success,true
openai_cua_2025,517,Success,true
openai_cua_2025,519,Failure,true
openai_cua_2025,521,Success,true
openai_cua_2025,537,Failure,true
openai_cua_2025,538,Success,true
openai_cua_2025,543,Success,true
openai_cua_2025,545,Success,true
openai_cua_2025,552,Success,true
openai_cua_2025,553,Success,true
openai_cua_2025,554,Success,true
openai_cua_2025,564,Failure,true
openai_cua_2025,565,Failure,true
openai_cua_2025,567,Failure,true
openai_cua_2025,574,Success,true
openai_cua_2025,577,Success,true
openai_cua_2025,578,Success,true
openai_cua_2025,582,Success,true
openai_cua_2025,591,Failure,true
openai_cua_2025,604,Success,true
openai_cua_2025,608,Failure,true
openai_cua_2025,609,Failure,true
openai_cua_2025,612,Failure,true
openai_cua_2025,615,Success,true
openai_cua_2025,622,Success,true
openai_cua_2025,652,Success,true
openai_cua_2025,660,Success,true
openai_cua_2025,661,Failure,true
openai_cua_2025,672,Success,true
openai_cua_2025,680,Failure,true
openai_cua_2025,687,Failure,true
openai_cua_2025,688,Failure,true
openai_cua_2025,689,Failure,true
openai_cua_2025,695,Success,true
openai_cua_2025,703,Failure,true
openai_cua_2025,710,Success,true
openai_cua_2025,715,Success,true
openai_cua_2025,746,Success,true
openai_cua_2025,751,Success,true
openai_cua_2025,756,Success,true
openai_cua_2025,758,Success,true
openai_cua_2025,765,Success,true
openai_cua_2025,771,Failure,true
openai_cua_2025,775,Failure,true
openai_cua_2025,782,Success,true
openai_cua_2025,793,Success,true
openai_cua_2025,799,Failure,true
openai_cua_2025,804,Success,true
openai_cua_2025,819,Success,true
